Method,LeadTimeMin,Aggregation,Metric,Threshold,Pool,Value
Enhanced,20,global_count,FAR,16,16,0.044239
Enhanced,25,global_count,FAR,16,16,0.052355
Enhanced,30,global_count,FAR,16,16,0.062025
Enhanced,35,global_count,FAR,16,16,0.072290
Enhanced,40,global_count,FAR,16,16,0.083747
Enhanced,45,global_count,FAR,16,16,0.096855
Enhanced,50,global_count,FAR,16,16,0.103861
Enhanced,55,global_count,FAR,16,16,0.113281
Enhanced,60,global_count,FAR,16,16,0.121422
Enhanced,5,batch_avg,FAR,74,1,0.088612
Enhanced,10,batch_avg,FAR,74,1,0.127117
Enhanced,15,batch_avg,FAR,74,1,0.171527
Enhanced,20,batch_avg,FAR,74,1,0.203249
Enhanced,25,batch_avg,FAR,74,1,0.233389
Enhanced,30,batch_avg,FAR,74,1,0.267226
Enhanced,35,batch_avg,FAR,74,1,0.296020
Enhanced,40,batch_avg,FAR,74,1,0.327284
Enhanced,45,batch_avg,FAR,74,1,0.359243
Enhanced,50,batch_avg,FAR,74,1,0.382354
Enhanced,55,batch_avg,FAR,74,1,0.404254
Enhanced,60,batch_avg,FAR,74,1,0.425087
Enhanced,5,global_count,FAR,74,1,0.065078
Enhanced,10,global_count,FAR,74,1,0.096394
Enhanced,15,global_count,FAR,74,1,0.136163
Enhanced,20,global_count,FAR,74,1,0.166219
Enhanced,25,global_count,FAR,74,1,0.192590
Enhanced,30,global_count,FAR,74,1,0.220815
Enhanced,35,global_count,FAR,74,1,0.244223
Enhanced,40,global_count,FAR,74,1,0.273695
Enhanced,45,global_count,FAR,74,1,0.306626
Enhanced,50,global_count,FAR,74,1,0.323705
Enhanced,55,global_count,FAR,74,1,0.340547
Enhanced,60,global_count,FAR,74,1,0.355221
Enhanced,5,batch_avg,FAR,74,4,0.048010
Enhanced,10,batch_avg,FAR,74,4,0.072870
Enhanced,15,batch_avg,FAR,74,4,0.105081
Enhanced,20,batch_avg,FAR,74,4,0.130886
Enhanced,25,batch_avg,FAR,74,4,0.157688
Enhanced,30,batch_avg,FAR,74,4,0.187531
Enhanced,35,batch_avg,FAR,74,4,0.215657
Enhanced,40,batch_avg,FAR,74,4,0.246899
Enhanced,45,batch_avg,FAR,74,4,0.278501
Enhanced,50,batch_avg,FAR,74,4,0.303229
Enhanced,55,batch_avg,FAR,74,4,0.326878
Enhanced,60,batch_avg,FAR,74,4,0.347341
Enhanced,5,global_count,FAR,74,4,0.035668
Enhanced,10,global_count,FAR,74,4,0.056436
Enhanced,15,global_count,FAR,74,4,0.085434
Enhanced,20,global_count,FAR,74,4,0.109886
Enhanced,25,global_count,FAR,74,4,0.132659
Enhanced,30,global_count,FAR,74,4,0.158896
Enhanced,35,global_count,FAR,74,4,0.181566
Enhanced,40,global_count,FAR,74,4,0.210207
Enhanced,45,global_count,FAR,74,4,0.242469
Enhanced,50,global_count,FAR,74,4,0.260022
Enhanced,55,global_count,FAR,74,4,0.278193
Enhanced,60,global_count,FAR,74,4,0.293497
Enhanced,5,batch_avg,FAR,74,16,0.020354
Enhanced,10,batch_avg,FAR,74,16,0.027988
Enhanced,15,batch_avg,FAR,74,16,0.038053
Enhanced,20,batch_avg,FAR,74,16,0.046015
Enhanced,25,batch_avg,FAR,74,16,0.058524
Enhanced,30,batch_avg,FAR,74,16,0.073967
Enhanced,35,batch_avg,FAR,74,16,0.091420
Enhanced,40,batch_avg,FAR,74,16,0.110176
Enhanced,45,batch_avg,FAR,74,16,0.134728
Enhanced,50,batch_avg,FAR,74,16,0.152506
Enhanced,55,batch_avg,FAR,74,16,0.170632
Enhanced,60,batch_avg,FAR,74,16,0.187510
Enhanced,5,global_count,FAR,74,16,0.016002
Enhanced,10,global_count,FAR,74,16,0.022316
Enhanced,15,global_count,FAR,74,16,0.031926
Enhanced,20,global_count,FAR,74,16,0.040801
Enhanced,25,global_count,FAR,74,16,0.051310
Enhanced,30,global_count,FAR,74,16,0.066739
Enhanced,35,global_count,FAR,74,16,0.080390
Enhanced,40,global_count,FAR,74,16,0.100286
Enhanced,45,global_count,FAR,74,16,0.124670
Enhanced,50,global_count,FAR,74,16,0.137656
Enhanced,55,global_count,FAR,74,16,0.153199
Enhanced,60,global_count,FAR,74,16,0.166207
Enhanced,5,batch_avg,FAR,133,1,0.144727
Enhanced,10,batch_avg,FAR,133,1,0.232904
Enhanced,15,batch_avg,FAR,133,1,0.309576
Enhanced,20,batch_avg,FAR,133,1,0.361574
Enhanced,25,batch_avg,FAR,133,1,0.408707
Enhanced,30,batch_avg,FAR,133,1,0.457934
Enhanced,35,batch_avg,FAR,133,1,0.497175
Enhanced,40,batch_avg,FAR,133,1,0.522343
Enhanced,45,batch_avg,FAR,133,1,0.553291
Enhanced,50,batch_avg,FAR,133,1,0.582777
Enhanced,55,batch_avg,FAR,133,1,0.612642
Enhanced,60,batch_avg,FAR,133,1,0.622816
Enhanced,5,global_count,FAR,133,1,0.078478
Enhanced,10,global_count,FAR,133,1,0.135456
Enhanced,15,global_count,FAR,133,1,0.213044
Enhanced,20,global_count,FAR,133,1,0.265529
Enhanced,25,global_count,FAR,133,1,0.302673
Enhanced,30,global_count,FAR,133,1,0.351315
Enhanced,35,global_count,FAR,133,1,0.375789
Enhanced,40,global_count,FAR,133,1,0.431327
Enhanced,45,global_count,FAR,133,1,0.518285
Enhanced,50,global_count,FAR,133,1,0.544412
Enhanced,55,global_count,FAR,133,1,0.556496
Enhanced,60,global_count,FAR,133,1,0.561714
Enhanced,5,batch_avg,FAR,133,4,0.073831
Enhanced,10,batch_avg,FAR,133,4,0.129359
Enhanced,15,batch_avg,FAR,133,4,0.186356
Enhanced,20,batch_avg,FAR,133,4,0.227869
Enhanced,25,batch_avg,FAR,133,4,0.275035
Enhanced,30,batch_avg,FAR,133,4,0.322265
Enhanced,35,batch_avg,FAR,133,4,0.365481
Enhanced,40,batch_avg,FAR,133,4,0.399521
Enhanced,45,batch_avg,FAR,133,4,0.431130
Enhanced,50,batch_avg,FAR,133,4,0.463679
Enhanced,55,batch_avg,FAR,133,4,0.496568
Enhanced,60,batch_avg,FAR,133,4,0.517568
Enhanced,5,global_count,FAR,133,4,0.043728
Enhanced,10,global_count,FAR,133,4,0.081598
Enhanced,15,global_count,FAR,133,4,0.140265
Enhanced,20,global_count,FAR,133,4,0.183490
Enhanced,25,global_count,FAR,133,4,0.218110
Enhanced,30,global_count,FAR,133,4,0.264385
Enhanced,35,global_count,FAR,133,4,0.292955
Enhanced,40,global_count,FAR,133,4,0.346984
Enhanced,45,global_count,FAR,133,4,0.428210
Enhanced,50,global_count,FAR,133,4,0.458101
Enhanced,55,global_count,FAR,133,4,0.478262
Enhanced,60,global_count,FAR,133,4,0.492626
Enhanced,5,batch_avg,FAR,133,16,0.030845
Enhanced,10,batch_avg,FAR,133,16,0.048746
Enhanced,15,batch_avg,FAR,133,16,0.063268
Enhanced,20,batch_avg,FAR,133,16,0.071615
Enhanced,25,batch_avg,FAR,133,16,0.090395
Enhanced,30,batch_avg,FAR,133,16,0.118815
Enhanced,35,batch_avg,FAR,133,16,0.149897
Enhanced,40,batch_avg,FAR,133,16,0.178140
Enhanced,45,batch_avg,FAR,133,16,0.205898
Enhanced,50,batch_avg,FAR,133,16,0.236866
Enhanced,55,batch_avg,FAR,133,16,0.267804
Enhanced,60,batch_avg,FAR,133,16,0.289554
Enhanced,5,global_count,FAR,133,16,0.020138
Enhanced,10,global_count,FAR,133,16,0.033760
Enhanced,15,global_count,FAR,133,16,0.055612
Enhanced,20,global_count,FAR,133,16,0.072234
Enhanced,25,global_count,FAR,133,16,0.088731
Enhanced,30,global_count,FAR,133,16,0.114144
Enhanced,35,global_count,FAR,133,16,0.134338
Enhanced,40,global_count,FAR,133,16,0.172912
Enhanced,45,global_count,FAR,133,16,0.229228
Enhanced,50,global_count,FAR,133,16,0.257379
Enhanced,55,global_count,FAR,133,16,0.276804
Enhanced,60,global_count,FAR,133,16,0.301901
Enhanced,5,batch_avg,FAR,160,1,0.148728
Enhanced,10,batch_avg,FAR,160,1,0.221261
Enhanced,15,batch_avg,FAR,160,1,0.316260
Enhanced,20,batch_avg,FAR,160,1,0.332236
Enhanced,25,batch_avg,FAR,160,1,0.346937
Enhanced,30,batch_avg,FAR,160,1,0.368924
Enhanced,35,batch_avg,FAR,160,1,0.381724
Enhanced,40,batch_avg,FAR,160,1,0.383944
Enhanced,45,batch_avg,FAR,160,1,0.375550
Enhanced,50,batch_avg,FAR,160,1,0.360315
Enhanced,55,batch_avg,FAR,160,1,0.326605
Enhanced,60,batch_avg,FAR,160,1,0.323573
Enhanced,5,global_count,FAR,160,1,0.045321
Enhanced,10,global_count,FAR,160,1,0.072168
Enhanced,15,global_count,FAR,160,1,0.133402
Enhanced,20,global_count,FAR,160,1,0.159274
Enhanced,25,global_count,FAR,160,1,0.162818
Enhanced,30,global_count,FAR,160,1,0.200925
Enhanced,35,global_count,FAR,160,1,0.169634
Enhanced,40,global_count,FAR,160,1,0.311952
Enhanced,45,global_count,FAR,160,1,0.523387
Enhanced,50,global_count,FAR,160,1,0.567894
Enhanced,55,global_count,FAR,160,1,0.569473
Enhanced,60,global_count,FAR,160,1,0.567795
Enhanced,5,batch_avg,FAR,160,4,0.079083
Enhanced,10,batch_avg,FAR,160,4,0.123342
Enhanced,15,batch_avg,FAR,160,4,0.195906
Enhanced,20,batch_avg,FAR,160,4,0.217834
Enhanced,25,batch_avg,FAR,160,4,0.245759
Enhanced,30,batch_avg,FAR,160,4,0.268060
Enhanced,35,batch_avg,FAR,160,4,0.292614
Enhanced,40,batch_avg,FAR,160,4,0.292742
Enhanced,45,batch_avg,FAR,160,4,0.297386
Enhanced,50,batch_avg,FAR,160,4,0.290529
Enhanced,55,batch_avg,FAR,160,4,0.273309
Enhanced,60,batch_avg,FAR,160,4,0.279135
Enhanced,5,global_count,FAR,160,4,0.033653
Enhanced,10,global_count,FAR,160,4,0.055822
Enhanced,15,global_count,FAR,160,4,0.110829
Enhanced,20,global_count,FAR,160,4,0.136227
Enhanced,25,global_count,FAR,160,4,0.147781
Enhanced,30,global_count,FAR,160,4,0.185980
Enhanced,35,global_count,FAR,160,4,0.166889
Enhanced,40,global_count,FAR,160,4,0.295778
Enhanced,45,global_count,FAR,160,4,0.494919
Enhanced,50,global_count,FAR,160,4,0.548146
Enhanced,55,global_count,FAR,160,4,0.559394
Enhanced,60,global_count,FAR,160,4,0.566919
Enhanced,5,batch_avg,FAR,160,16,0.036380
Enhanced,10,batch_avg,FAR,160,16,0.052980
Enhanced,15,batch_avg,FAR,160,16,0.075135
Enhanced,20,batch_avg,FAR,160,16,0.085338
Enhanced,25,batch_avg,FAR,160,16,0.101981
Enhanced,30,batch_avg,FAR,160,16,0.107177
Enhanced,35,batch_avg,FAR,160,16,0.132097
Enhanced,40,batch_avg,FAR,160,16,0.130879
Enhanced,45,batch_avg,FAR,160,16,0.134689
Enhanced,50,batch_avg,FAR,160,16,0.154404
Enhanced,55,batch_avg,FAR,160,16,0.151663
Enhanced,60,batch_avg,FAR,160,16,0.163661
Enhanced,5,global_count,FAR,160,16,0.022750
Enhanced,10,global_count,FAR,160,16,0.034991
Enhanced,15,global_count,FAR,160,16,0.065844
Enhanced,20,global_count,FAR,160,16,0.081516
Enhanced,25,global_count,FAR,160,16,0.092424
Enhanced,30,global_count,FAR,160,16,0.122503
Enhanced,35,global_count,FAR,160,16,0.120070
Enhanced,40,global_count,FAR,160,16,0.208356
Enhanced,45,global_count,FAR,160,16,0.360971
Enhanced,50,global_count,FAR,160,16,0.437235
Enhanced,55,global_count,FAR,160,16,0.476989
Enhanced,60,global_count,FAR,160,16,0.512660
Enhanced,5,batch_avg,FAR,181,1,0.148608
Enhanced,10,batch_avg,FAR,181,1,0.179605
Enhanced,15,batch_avg,FAR,181,1,0.245244
Enhanced,20,batch_avg,FAR,181,1,0.231529
Enhanced,25,batch_avg,FAR,181,1,0.242422
Enhanced,30,batch_avg,FAR,181,1,0.233210
Enhanced,35,batch_avg,FAR,181,1,0.211407
Enhanced,40,batch_avg,FAR,181,1,0.176499
Enhanced,45,batch_avg,FAR,181,1,0.160683
Enhanced,50,batch_avg,FAR,181,1,0.133483
Enhanced,55,batch_avg,FAR,181,1,0.133217
Enhanced,60,batch_avg,FAR,181,1,0.120014
Enhanced,5,global_count,FAR,181,1,0.021132
Enhanced,10,global_count,FAR,181,1,0.035163
Enhanced,15,global_count,FAR,181,1,0.089693
Enhanced,20,global_count,FAR,181,1,0.095367
Enhanced,25,global_count,FAR,181,1,0.048185
Enhanced,30,global_count,FAR,181,1,0.095969
Enhanced,35,global_count,FAR,181,1,0.087679
Enhanced,40,global_count,FAR,181,1,0.270651
Enhanced,45,global_count,FAR,181,1,0.461892
Enhanced,50,global_count,FAR,181,1,0.496446
Enhanced,55,global_count,FAR,181,1,0.491197
Enhanced,60,global_count,FAR,181,1,0.481060
Enhanced,5,batch_avg,FAR,181,4,0.093092
Enhanced,10,batch_avg,FAR,181,4,0.108792
Enhanced,15,batch_avg,FAR,181,4,0.152228
Enhanced,20,batch_avg,FAR,181,4,0.148310
Enhanced,25,batch_avg,FAR,181,4,0.164269
Enhanced,30,batch_avg,FAR,181,4,0.168072
Enhanced,35,batch_avg,FAR,181,4,0.157720
Enhanced,40,batch_avg,FAR,181,4,0.137345
Enhanced,45,batch_avg,FAR,181,4,0.128074
Enhanced,50,batch_avg,FAR,181,4,0.116755
Enhanced,55,batch_avg,FAR,181,4,0.119838
Enhanced,60,batch_avg,FAR,181,4,0.109570
Enhanced,5,global_count,FAR,181,4,0.019185
Enhanced,10,global_count,FAR,181,4,0.032160
Enhanced,15,global_count,FAR,181,4,0.085202
Enhanced,20,global_count,FAR,181,4,0.093122
Enhanced,25,global_count,FAR,181,4,0.052619
Enhanced,30,global_count,FAR,181,4,0.098122
Enhanced,35,global_count,FAR,181,4,0.090724
Enhanced,40,global_count,FAR,181,4,0.271370
Enhanced,45,global_count,FAR,181,4,0.470499
Enhanced,50,global_count,FAR,181,4,0.506094
Enhanced,55,global_count,FAR,181,4,0.500813
Enhanced,60,global_count,FAR,181,4,0.493491
Enhanced,5,batch_avg,FAR,181,16,0.051218
Enhanced,10,batch_avg,FAR,181,16,0.047027
Enhanced,15,batch_avg,FAR,181,16,0.059757
Enhanced,20,batch_avg,FAR,181,16,0.061097
Enhanced,25,batch_avg,FAR,181,16,0.062630
Enhanced,30,batch_avg,FAR,181,16,0.062819
Enhanced,35,batch_avg,FAR,181,16,0.049625
Enhanced,40,batch_avg,FAR,181,16,0.058156
Enhanced,45,batch_avg,FAR,181,16,0.051555
Enhanced,50,batch_avg,FAR,181,16,0.066234
Enhanced,55,batch_avg,FAR,181,16,0.071296
Enhanced,60,batch_avg,FAR,181,16,0.081500
Enhanced,5,global_count,FAR,181,16,0.018341
Enhanced,10,global_count,FAR,181,16,0.025763
Enhanced,15,global_count,FAR,181,16,0.063653
Enhanced,20,global_count,FAR,181,16,0.072567
Enhanced,25,global_count,FAR,181,16,0.049102
Enhanced,30,global_count,FAR,181,16,0.087112
Enhanced,35,global_count,FAR,181,16,0.083326
Enhanced,40,global_count,FAR,181,16,0.245035
Enhanced,45,global_count,FAR,181,16,0.464625
Enhanced,50,global_count,FAR,181,16,0.519211
Enhanced,55,global_count,FAR,181,16,0.516464
Enhanced,60,global_count,FAR,181,16,0.513992
Enhanced,5,batch_avg,FAR,219,1,0.033702
Enhanced,10,batch_avg,FAR,219,1,0.040709
Enhanced,15,batch_avg,FAR,219,1,0.058912
Enhanced,20,batch_avg,FAR,219,1,0.050466
Enhanced,25,batch_avg,FAR,219,1,0.033676
Enhanced,30,batch_avg,FAR,219,1,0.024980
Enhanced,35,batch_avg,FAR,219,1,0.017017
Enhanced,40,batch_avg,FAR,219,1,0.013648
Enhanced,45,batch_avg,FAR,219,1,0.018841
Enhanced,50,batch_avg,FAR,219,1,0.019056
Enhanced,55,batch_avg,FAR,219,1,0.020155
Enhanced,60,batch_avg,FAR,219,1,0.020103
Enhanced,5,global_count,FAR,219,1,0.000796
Enhanced,10,global_count,FAR,219,1,0.001619
Enhanced,15,global_count,FAR,219,1,0.004077
Enhanced,20,global_count,FAR,219,1,0.003661
Enhanced,25,global_count,FAR,219,1,0.002916
Enhanced,30,global_count,FAR,219,1,0.082428
Enhanced,35,global_count,FAR,219,1,0.083514
Enhanced,40,global_count,FAR,219,1,0.235834
Enhanced,45,global_count,FAR,219,1,0.363773
Enhanced,50,global_count,FAR,219,1,0.366955
Enhanced,55,global_count,FAR,219,1,0.359931
Enhanced,60,global_count,FAR,219,1,0.344551
Enhanced,5,batch_avg,FAR,219,4,0.014357
Enhanced,10,batch_avg,FAR,219,4,0.020241
Enhanced,15,batch_avg,FAR,219,4,0.032005
Enhanced,20,batch_avg,FAR,219,4,0.034094
Enhanced,25,batch_avg,FAR,219,4,0.020713
Enhanced,30,batch_avg,FAR,219,4,0.014547
Enhanced,35,batch_avg,FAR,219,4,0.012511
Enhanced,40,batch_avg,FAR,219,4,0.007989
Enhanced,45,batch_avg,FAR,219,4,0.017825
Enhanced,50,batch_avg,FAR,219,4,0.018167
Enhanced,55,batch_avg,FAR,219,4,0.017257
Enhanced,60,batch_avg,FAR,219,4,0.016256
Enhanced,5,global_count,FAR,219,4,0.001007
Enhanced,10,global_count,FAR,219,4,0.002073
Enhanced,15,global_count,FAR,219,4,0.006584
Enhanced,20,global_count,FAR,219,4,0.006621
Enhanced,25,global_count,FAR,219,4,0.005616
Enhanced,30,global_count,FAR,219,4,0.081978
Enhanced,35,global_count,FAR,219,4,0.082382
Enhanced,40,global_count,FAR,219,4,0.238432
Enhanced,45,global_count,FAR,219,4,0.384557
Enhanced,50,global_count,FAR,219,4,0.383003
Enhanced,55,global_count,FAR,219,4,0.373528
Enhanced,60,global_count,FAR,219,4,0.358436
Enhanced,5,batch_avg,FAR,219,16,0.006318
Enhanced,10,batch_avg,FAR,219,16,0.005664
Enhanced,15,batch_avg,FAR,219,16,0.015836
Enhanced,20,batch_avg,FAR,219,16,0.012216
Enhanced,25,batch_avg,FAR,219,16,0.011015
Enhanced,30,batch_avg,FAR,219,16,0.011462
Enhanced,35,batch_avg,FAR,219,16,0.008593
Enhanced,40,batch_avg,FAR,219,16,0.006685
Enhanced,45,batch_avg,FAR,219,16,0.011262
Enhanced,50,batch_avg,FAR,219,16,0.012759
Enhanced,55,batch_avg,FAR,219,16,0.015635
Enhanced,60,batch_avg,FAR,219,16,0.015598
Enhanced,5,global_count,FAR,219,16,0.002047
Enhanced,10,global_count,FAR,219,16,0.002159
Enhanced,15,global_count,FAR,219,16,0.013681
Enhanced,20,global_count,FAR,219,16,0.014819
Enhanced,25,global_count,FAR,219,16,0.013353
Enhanced,30,global_count,FAR,219,16,0.082210
Enhanced,35,global_count,FAR,219,16,0.081708
Enhanced,40,global_count,FAR,219,16,0.243321
Enhanced,45,global_count,FAR,219,16,0.436103
Enhanced,50,global_count,FAR,219,16,0.433338
Enhanced,55,global_count,FAR,219,16,0.420629
Enhanced,60,global_count,FAR,219,16,0.406904
